,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System,System,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),iMC0 NM read hit rate,iMC1 NM read hit rate,iMC2 NM read hit rate,iMC3 NM read hit rate,Memory (MB/s),Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),iMC0 NM read hit rate,iMC1 NM read hit rate,iMC2 NM read hit rate,iMC3 NM read hit rate,Memory (MB/s),DRAMRead,DRAMWrite,PMMREAD,PMMWrite,Read,Write,Memory
2024-09-28,00:03:56.877, 8840.84, 2717.62,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 8820.36, 2715.02,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,17661.20, 5432.65,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,23093.85, 8729.18, 2662.37,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 8698.99, 2656.38,    0.00,    0.00,,,,,    0.00,    0.00,    0.00,    0.00,17428.18, 5318.76,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,22746.93,  35089.38,  10751.41,      0.00,      0.00,  35089.38,  10751.41,  45840.78
2024-09-28,00:03:57.879, 8416.59, 2528.55,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 8399.21, 2529.63,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,16815.80, 5058.17,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,21873.97, 8210.36, 2421.92,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 8184.24, 2417.64,    0.00,    0.00,,,,,,,,,16394.59, 4839.55,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,21234.15,  33210.39,   9897.73,      0.00,      0.00,  33210.39,   9897.73,  43108.12
2024-09-28,00:03:58.877, 9358.02, 2800.44,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 9339.13, 2800.30,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,18697.15, 5600.74,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,24297.89, 8971.85, 2584.46,    0.00,    0.00,,,,,,,,, 8936.59, 2575.68,    0.00,    0.00,,,,,,,,,17908.44, 5160.14,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,23068.58,  36605.59,  10760.88,      0.00,      0.00,  36605.59,  10760.88,  47366.47
2024-09-28,00:03:59.877, 5691.80, 1792.28,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 5676.99, 1792.14,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,11368.79, 3584.42,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,14953.21, 5402.27, 1660.54,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 5379.64, 1654.67,    0.00,    0.00,,,,,    0.00,    0.00,    0.00,    0.00,10781.91, 3315.20,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,14097.11,  22150.70,   6899.63,      0.00,      0.00,  22150.70,   6899.63,  29050.33
2024-09-28,00:04:00.878, 6508.34, 2040.49,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 6492.79, 2040.54,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,13001.12, 4081.03,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,17082.16, 6204.63, 1873.58,    0.00,    0.00,,,,,,,,, 6184.36, 1869.96,    0.00,    0.00,,,,,,,,,12388.99, 3743.54,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,16132.54,  25390.12,   7824.57,      0.00,      0.00,  25390.12,   7824.57,  33214.70
2024-09-28,00:04:01.877, 7933.09, 2447.95,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 7914.45, 2447.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,15847.54, 4894.94,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,20742.48, 7552.29, 2222.45,    0.00,    0.00,,,,,,,,, 7521.12, 2214.97,    0.00,    0.00,,,,,,,,,15073.41, 4437.42,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,19510.83,  30920.96,   9332.36,      0.00,      0.00,  30920.96,   9332.36,  40253.32
2024-09-28,00:04:02.877, 6844.39, 2116.91,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 6826.91, 2116.68,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,13671.30, 4233.59,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,17904.89, 6497.32, 1939.10,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 6473.46, 1933.72,    0.00,    0.00,,,,,    0.00,    0.00,    0.00,    0.00,12970.78, 3872.82,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,16843.60,  26642.08,   8106.41,      0.00,      0.00,  26642.08,   8106.41,  34748.49
2024-09-28,00:04:03.878, 8729.78, 2724.00,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 8712.78, 2723.67,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,17442.56, 5447.67,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,22890.23, 8321.86, 2487.49,    0.00,    0.00,,,,,,,,, 8295.02, 2482.19,    0.00,    0.00,,,,,,,,,16616.88, 4969.68,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,21586.56,  34059.45,  10417.35,      0.00,      0.00,  34059.45,  10417.35,  44476.79
2024-09-28,00:04:04.879, 7770.05, 2412.85,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 7749.63, 2411.41,    0.00,    0.00,,,,,,,,,15519.68, 4824.26,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,20343.94, 7354.77, 2204.88,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 7323.76, 2195.90,    0.00,    0.00,,,,,,,,,14678.53, 4400.79,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,19079.31,  30198.21,   9225.04,      0.00,      0.00,  30198.21,   9225.04,  39423.25
2024-09-28,00:04:05.879,10265.16, 3085.19,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,10243.01, 3084.80,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,20508.17, 6170.00,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,26678.17, 9672.41, 2793.80,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 9636.34, 2785.58,    0.00,    0.00,,,,,    0.00,    0.00,    0.00,    0.00,19308.74, 5579.38,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,24888.12,  39816.91,  11749.38,      0.00,      0.00,  39816.91,  11749.38,  51566.29
2024-09-28,00:04:06.882, 7685.45, 2304.47,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 7668.29, 2303.33,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,15353.74, 4607.80,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,19961.54, 7287.71, 2111.99,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 7263.86, 2107.07,    0.00,    0.00,,,,,,,,,14551.57, 4219.06,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,18770.63,  29905.31,   8826.86,      0.00,      0.00,  29905.31,   8826.86,  38732.17
2024-09-28,00:04:07.880,10792.92, 3224.46,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,10770.88, 3223.39,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,21563.79, 6447.86,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,28011.65,10209.96, 2927.37,    0.00,    0.00,,,,,,,,,10171.59, 2919.22,    0.00,    0.00,,,,,,,,,20381.54, 5846.59,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,26228.13,  41945.34,  12294.45,      0.00,      0.00,  41945.34,  12294.45,  54239.78
2024-09-28,00:04:08.881, 7213.02, 2157.49,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 7195.15, 2156.73,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,14408.17, 4314.23,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,18722.39, 6818.36, 1959.68,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 6794.31, 1954.45,    0.00,    0.00,,,,,,,,,13612.67, 3914.13,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,17526.79,  28020.84,   8228.35,      0.00,      0.00,  28020.84,   8228.35,  36249.19
2024-09-28,00:04:09.881, 6657.71, 2057.82,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 6640.72, 2055.87,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,13298.43, 4113.69,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,17412.12, 6344.05, 1874.55,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 6314.68, 1868.10,    0.00,    0.00,,,,,    0.00,    0.00,    0.00,    0.00,12658.73, 3742.65,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,16401.37,  25957.15,   7856.34,      0.00,      0.00,  25957.16,   7856.34,  33813.49
2024-09-28,00:04:10.881, 7779.30, 2335.52,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 7762.39, 2334.36,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,15541.69, 4669.87,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,20211.56, 7454.95, 2134.02,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 7426.04, 2128.90,    0.00,    0.00,,,,,    0.00,    0.00,    0.00,    0.00,14881.00, 4262.92,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,19143.92,  30422.69,   8932.79,      0.00,      0.00,  30422.69,   8932.79,  39355.48
2024-09-28,00:04:11.884, 8134.24, 2427.74,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 8118.31, 2427.20,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,16252.55, 4854.94,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,21107.49, 7796.84, 2225.66,    0.00,    0.00,,,,,,,,, 7771.75, 2221.64,    0.00,    0.00,,,,,,,,,15568.60, 4447.30,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,20015.89,  31821.15,   9302.23,      0.00,      0.00,  31821.15,   9302.23,  41123.38
2024-09-28,00:04:12.881,10006.35, 2997.66,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 9983.74, 2994.82,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,19990.09, 5992.49,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,25982.58, 9484.21, 2715.76,    0.00,    0.00,,,,,,,,, 9445.41, 2706.45,    0.00,    0.00,,,,,,,,,18929.62, 5422.21,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,24351.83,  38919.71,  11414.70,      0.00,      0.00,  38919.71,  11414.70,  50334.41
2024-09-28,00:04:13.881, 3950.08, 1218.02,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 3937.60, 1217.94,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 7887.68, 2435.96,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,10323.65, 3732.02, 1108.09,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 3714.08, 1102.89,    0.00,    0.00,,,,,,,,, 7446.10, 2210.98,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 9657.08,  15333.78,   4646.94,      0.00,      0.00,  15333.78,   4646.94,  19980.73
2024-09-28,00:04:14.884, 7002.65, 2176.39,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 6989.61, 2175.55,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,13992.26, 4351.94,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,18344.20, 6702.85, 1984.91,    0.00,    0.00,,,,,,,,, 6682.37, 1981.32,    0.00,    0.00,,,,,,,,,13385.22, 3966.23,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,17351.45,  27377.48,   8318.17,      0.00,      0.00,  27377.48,   8318.17,  35695.65
2024-09-28,00:04:15.883, 8985.08, 2701.70,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 8966.07, 2701.72,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,17951.15, 5403.42,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,23354.57, 8531.41, 2460.08,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 8497.84, 2454.03,    0.00,    0.00,,,,,    0.00,    0.00,    0.00,    0.00,17029.25, 4914.11,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,21943.36,  34980.41,  10317.53,      0.00,      0.00,  34980.41,  10317.53,  45297.94
2024-09-28,00:04:16.884, 8473.01, 2541.80,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 8452.32, 2540.77,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,16925.33, 5082.56,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,22007.89, 8106.24, 2339.19,    0.00,    0.00,,,,,,,,, 8076.57, 2332.38,    0.00,    0.00,,,,,,,,,16182.81, 4671.57,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,20854.38,  33108.14,   9754.14,      0.00,      0.00,  33108.14,   9754.14,  42862.28
2024-09-28,00:04:17.883, 6446.39, 1918.77,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 6433.01, 1919.85,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,12879.40, 3838.62,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,16718.02, 6254.40, 1889.46,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 6224.26, 1882.52,    0.00,    0.00,,,,,,,,,12478.67, 3771.98,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,16250.64,  25358.07,   7610.60,      0.00,      0.00,  25358.07,   7610.60,  32968.66
2024-09-28,00:04:18.885,10959.25, 3155.39,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,10940.72, 3155.92,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,21899.97, 6311.31,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,28211.28,10728.68, 3067.89,    0.00,    0.00,,,,,,,,,10691.53, 3061.41,    0.00,    0.00,,,,,,,,,21420.21, 6129.30,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,27549.50,  43320.17,  12440.61,      0.00,      0.00,  43320.17,  12440.61,  55760.78
2024-09-28,00:04:19.886, 8678.57, 2499.32,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 8659.51, 2500.18,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,17338.08, 4999.50,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,22337.58, 8531.97, 2445.66,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 8500.19, 2439.78,    0.00,    0.00,,,,,,,,,17032.17, 4885.44,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,21917.61,  34370.25,   9884.94,      0.00,      0.00,  34370.25,   9884.94,  44255.18
2024-09-28,00:04:20.886,10363.67, 2955.82,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,10342.56, 2955.04,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,20706.23, 5910.86,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,26617.09,10189.26, 2935.58,    0.00,    0.00,,,,,,,,,10154.00, 2928.31,    0.00,    0.00,,,,,,,,,20343.26, 5863.89,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,26207.16,  41049.49,  11774.76,      0.00,      0.00,  41049.50,  11774.76,  52824.25
2024-09-28,00:04:21.885, 9477.83, 2813.14,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 9454.63, 2811.69,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,18932.46, 5624.83,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,24557.29, 9346.08, 2803.13,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 9310.32, 2795.54,    0.00,    0.00,,,,,,,,,18656.40, 5598.68,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,24255.08,  37588.86,  11223.51,      0.00,      0.00,  37588.86,  11223.51,  48812.37
2024-09-28,00:04:22.885, 6995.75, 2089.64,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 6978.15, 2088.22,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,13973.89, 4177.86,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,18151.76, 6891.20, 2091.15,    0.00,    0.00,,,,,,,,, 6862.78, 2083.87,    0.00,    0.00,,,,,,,,,13753.98, 4175.02,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,17929.01,  27727.88,   8352.89,      0.00,      0.00,  27727.88,   8352.89,  36080.77
2024-09-28,00:04:23.886, 9912.82, 3049.28,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 9894.09, 3048.96,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,19806.90, 6098.24,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,25905.14, 9768.89, 3026.66,    0.00,    0.00,,,,,,,,, 9737.17, 3021.90,    0.00,    0.00,,,,,,,,,19506.06, 6048.56,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,25554.63,  39312.96,  12146.80,      0.00,      0.00,  39312.96,  12146.80,  51459.77
2024-09-28,00:04:24.887, 9078.62, 2821.53,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 9056.93, 2820.85,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,18135.55, 5642.38,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,23777.93, 8939.55, 2792.64,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 8906.67, 2783.48,    0.00,    0.00,,,,,,,,,17846.23, 5576.12,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,23422.35,  35981.78,  11218.51,      0.00,      0.00,  35981.78,  11218.51,  47200.29
2024-09-28,00:04:25.887, 9995.47, 3047.77,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 9974.48, 3047.43,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,19969.96, 6095.20,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,26065.15, 9885.00, 3029.15,    0.00,    0.00,,,,,,,,, 9848.34, 3019.58,    0.00,    0.00,,,,,,,,,19733.33, 6048.73,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,25782.06,  39703.29,  12143.92,      0.00,      0.00,  39703.29,  12143.92,  51847.21
2024-09-28,00:04:26.887, 6164.21, 1855.86,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 6147.48, 1856.29,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,12311.69, 3712.16,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,16023.85, 6094.58, 1761.21,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 6071.32, 1755.99,    0.00,    0.00,,,,,    0.00,    0.00,    0.00,    0.00,12165.91, 3517.20,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,15683.11,  24477.60,   7229.36,      0.00,      0.00,  24477.60,   7229.36,  31706.96
2024-09-28,00:04:27.888, 5398.48, 3677.17,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 5223.72, 3636.09,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,10622.21, 7313.26,    0.00,    0.00,    1.02,    1.02,    0.00,    0.00,17935.46, 5336.75, 3157.37,    0.00,    0.00,,,,,,,,, 5151.78, 3115.96,    0.00,    0.00,,,,,,,,,10488.53, 6273.33,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,16761.86,  21110.74,  13586.59,      0.00,      0.00,  21110.74,  13586.59,  34697.33
2024-09-28,00:04:28.888, 4059.39, 1887.45,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 3951.14, 1885.83,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 8010.54, 3773.29,    0.00,    0.00,    1.02,    1.02,    0.00,    0.00,11783.82, 4122.84, 2115.99,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 3965.01, 2098.63,    0.00,    0.00,,,,,    0.00,    0.00,    0.00,    0.00, 8087.85, 4214.62,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,12302.46,  16098.38,   7987.90,      0.00,      0.00,  16098.38,   7987.90,  24086.29
2024-09-28,00:04:29.888, 7615.60, 3896.08,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 7352.65, 3901.57,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,14968.26, 7797.65,    0.00,    0.00,    1.01,    1.02,    0.00,    0.00,22765.91, 7333.38, 3143.34,    0.00,    0.00,,,,,,,,, 7098.28, 3120.50,    0.00,    0.00,,,,,,,,,14431.66, 6263.83,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,20695.50,  29399.92,  14061.49,      0.00,      0.00,  29399.92,  14061.49,  43461.41
2024-09-28,00:04:30.888,  303.02,  190.85,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  290.02,  187.85,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  593.03,  378.70,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  971.74,  319.78,  399.91,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  295.54,  386.83,    0.00,    0.00,,,,,    0.00,    0.00,    0.00,    0.00,  615.32,  786.74,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 1402.06,   1208.35,   1165.45,      0.00,      0.00,   1208.36,   1165.45,   2373.80
2024-09-28,00:04:31.889, 4724.33, 2171.79,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 4646.96, 2175.01,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 9371.29, 4346.80,    0.00,    0.00,    1.01,    1.01,    0.00,    0.00,13718.09, 4958.31, 2181.54,    0.00,    0.00,,,,,,,,, 4891.01, 2158.25,    0.00,    0.00,,,,,,,,, 9849.32, 4339.79,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,14189.11,  19220.61,   8686.59,      0.00,      0.00,  19220.61,   8686.59,  27907.21
2024-09-28,00:04:32.891, 5977.54, 1932.67,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 5919.92, 1934.77,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,11897.45, 3867.44,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,15764.89, 5976.49, 1992.10,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 5914.64, 1981.48,    0.00,    0.00,,,,,    0.00,    0.00,    0.00,    0.00,11891.13, 3973.58,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,15864.71,  23788.58,   7841.02,      0.00,      0.00,  23788.58,   7841.02,  31629.61
2024-09-28,00:04:33.890, 5550.74, 1667.74,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 5528.95, 1666.79,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,11079.69, 3334.53,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,14414.22, 5568.62, 1651.80,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 5544.71, 1643.30,    0.00,    0.00,,,,,    0.00,    0.00,    0.00,    0.00,11113.33, 3295.10,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,14408.43,  22193.02,   6629.62,      0.00,      0.00,  22193.02,   6629.62,  28822.64
2024-09-28,00:04:34.890, 6887.63, 2062.22,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 6865.21, 2062.39,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,13752.84, 4124.61,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,17877.44, 6880.32, 2080.95,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 6857.45, 2072.48,    0.00,    0.00,,,,,    0.00,    0.00,    0.00,    0.00,13737.77, 4153.43,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,17891.20,  27490.61,   8278.04,      0.00,      0.00,  27490.61,   8278.04,  35768.65
2024-09-28,00:04:35.891, 5705.79, 1718.88,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 5686.83, 1719.11,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,11392.63, 3437.99,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,14830.62, 5687.08, 1741.63,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 5670.54, 1736.54,    0.00,    0.00,,,,,,,,,11357.62, 3478.17,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,14835.79,  22750.25,   6916.16,      0.00,      0.00,  22750.25,   6916.16,  29666.41
2024-09-28,00:04:36.893, 5396.42, 1618.31,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 5371.16, 1617.21,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,10767.59, 3235.52,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,14003.10, 5370.38, 1641.03,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 5343.50, 1633.54,    0.00,    0.00,,,,,    0.00,    0.00,    0.00,    0.00,10713.88, 3274.57,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,13988.46,  21481.47,   6510.09,      0.00,      0.00,  21481.47,   6510.09,  27991.56
