,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System,System,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),iMC0 NM read hit rate,iMC1 NM read hit rate,iMC2 NM read hit rate,iMC3 NM read hit rate,Memory (MB/s),Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),iMC0 NM read hit rate,iMC1 NM read hit rate,iMC2 NM read hit rate,iMC3 NM read hit rate,Memory (MB/s),DRAMRead,DRAMWrite,PMMREAD,PMMWrite,Read,Write,Memory
2024-09-29,00:37:20.321,   61.47,   27.70,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   55.70,   23.36,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  117.17,   51.05,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  168.22,   45.78,   18.84,    0.00,    0.00,    0.00,    0.00,  533.97,  291.91,    0.00,    0.00,  534.77,  291.71,   43.50,   16.96,    0.00,    0.00,    0.00,    0.00,  533.41,  288.23,    0.00,    0.00,  526.38,  287.11,   89.28,   35.81, 2128.53, 1158.97,    1.00,    0.99,    0.00,    0.00,  125.08,    206.44,     86.86,   2128.53,   1158.97,   2334.97,   1245.83,   3580.80
2024-09-29,00:37:21.368,   65.43,   27.27,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   62.40,   26.18,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  127.83,   53.45,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  181.28,   66.62,   28.55,    0.00,    0.00,    0.00,    0.00,  537.63,  298.90,    0.00,    0.00,  537.97,  298.59,   61.57,   23.62,    0.00,    0.00,    0.00,    0.00,  535.87,  298.26,    0.00,    0.00,  533.90,  297.32,  128.19,   52.17, 2145.37, 1193.07,    1.01,    1.00,    0.00,    0.00,  180.36,    256.02,    105.62,   2145.38,   1193.07,   2401.40,   1298.69,   3700.09
2024-09-29,00:37:22.317,   76.50,   36.52,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   73.18,   35.45,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  149.68,   71.98,    0.00,    0.00,    1.00,    0.99,    0.00,    0.00,  221.66,   79.90,   29.94,    0.00,    0.00,    0.00,    0.00,  497.50,  274.95,    0.00,    0.00,  498.28,  274.48,   76.61,   27.90,    0.00,    0.00,    0.00,    0.00,  497.14,  274.42,    0.00,    0.00,  496.06,  273.74,  156.50,   57.84, 1988.97, 1097.60,    0.98,    0.99,    0.00,    0.00,  214.35,    306.19,    129.82,   1988.97,   1097.60,   2295.16,   1227.42,   3522.58
2024-09-29,00:37:23.335,   72.30,   33.71,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   68.68,   31.91,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  140.98,   65.62,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  206.60,   52.91,   21.36,    0.00,    0.00,    0.00,    0.00,  558.34,  311.06,    0.00,    0.00,  559.49,  311.14,   50.79,   19.28,    0.00,    0.00,    0.00,    0.00,  558.83,  311.46,    0.00,    0.00,  558.02,  311.00,  103.70,   40.64, 2234.68, 1244.66,    1.01,    1.00,    0.00,    0.00,  144.33,    244.68,    106.26,   2234.68,   1244.66,   2479.35,   1350.92,   3830.27
2024-09-29,00:37:24.313,  100.20,   48.92,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   93.10,   44.87,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  193.31,   93.79,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  287.09,   60.35,   25.20,    0.00,    0.00,    0.00,    0.00,  515.57,  285.93,    0.00,    0.00,  515.38,  284.97,   56.56,   22.53,    0.00,    0.00,    0.00,    0.00,  512.87,  283.65,    0.00,    0.00,  511.11,  282.88,  116.91,   47.74, 2054.93, 1137.44,    0.99,    0.99,    0.00,    0.00,  164.65,    310.22,    141.53,   2054.93,   1137.44,   2365.15,   1278.96,   3644.11
2024-09-29,00:37:25.319,   63.16,   29.91,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   60.71,   28.82,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  123.86,   58.74,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  182.60,   52.11,   24.17,    0.00,    0.00,    0.00,    0.00,  568.56,  292.59,    0.00,    0.00,  569.58,  292.60,   49.25,   21.72,    0.00,    0.00,    0.00,    0.00,  568.50,  292.69,    0.00,    0.00,  567.61,  292.30,  101.36,   45.89, 2274.24, 1170.18,    1.01,    1.00,    0.00,    0.00,  147.25,    225.22,    104.63,   2274.25,   1170.18,   2499.47,   1274.80,   3774.27
2024-09-29,00:37:26.315,   70.67,   33.57,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   65.22,   29.93,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  135.89,   63.51,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  199.40,   50.31,   19.90,    0.00,    0.00,    0.00,    0.00,  571.65,  294.00,    0.00,    0.00,  572.18,  293.36,   47.64,   17.76,    0.00,    0.00,    0.00,    0.00,  569.68,  292.82,    0.00,    0.00,  568.17,  291.47,   97.95,   37.65, 2281.69, 1171.66,    0.99,    0.99,    0.00,    0.00,  135.60,    233.84,    101.16,   2281.69,   1171.66,   2515.54,   1272.82,   3788.35
2024-09-29,00:37:27.401,   77.81,   40.54,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   73.70,   38.46,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  151.51,   79.00,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  230.51,   62.68,   34.53,    0.00,    0.00,    0.00,    0.00,  590.76,  298.34,    0.00,    0.00,  591.25,  298.35,   55.76,   28.53,    0.00,    0.00,    0.00,    0.00,  590.66,  298.59,    0.00,    0.00,  590.45,  298.37,  118.44,   63.06, 2363.12, 1193.65,    1.00,    1.00,    0.00,    0.00,  181.50,    269.95,    142.06,   2363.13,   1193.65,   2633.08,   1335.71,   3968.79
2024-09-29,00:37:28.332,   65.41,   27.17,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   62.68,   26.11,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  128.09,   53.29,    0.00,    0.00,    1.01,    1.00,    0.00,    0.00,  181.37,   53.21,   24.14,    0.00,    0.00,    0.00,    0.00,  528.80,  283.89,    0.00,    0.00,  528.87,  283.39,   48.13,   19.03,    0.00,    0.00,    0.00,    0.00,  526.87,  283.00,    0.00,    0.00,  525.24,  282.23,  101.33,   43.17, 2109.77, 1132.50,    1.01,    1.00,    0.00,    0.00,  144.50,    229.42,     96.46,   2109.77,   1132.50,   2339.19,   1228.96,   3568.15
2024-09-29,00:37:29.356,   78.65,   36.67,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   74.70,   35.21,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  153.35,   71.89,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  225.24,   64.40,   27.98,    0.00,    0.00,    0.00,    0.00,  515.29,  283.27,    0.00,    0.00,  516.21,  283.21,   61.19,   25.82,    0.00,    0.00,    0.00,    0.00,  515.66,  283.87,    0.00,    0.00,  514.98,  283.23,  125.59,   53.80, 2062.13, 1133.57,    1.00,    1.00,    0.00,    0.00,  179.39,    278.94,    125.69,   2062.13,   1133.57,   2341.08,   1259.26,   3600.33
2024-09-29,00:37:30.354,   63.35,   32.56,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   57.37,   28.07,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  120.72,   60.63,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  181.35,   46.73,   19.85,    0.00,    0.00,    0.00,    0.00,  551.11,  298.55,    0.00,    0.00,  551.38,  297.94,   44.20,   17.56,    0.00,    0.00,    0.00,    0.00,  551.51,  298.54,    0.00,    0.00,  550.72,  298.14,   90.93,   37.41, 2204.72, 1193.16,    1.00,    0.99,    0.00,    0.00,  128.34,    211.65,     98.04,   2204.73,   1193.16,   2416.37,   1291.20,   3707.58
2024-09-29,00:37:31.336,  176.33,  117.33,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  152.61,  112.86,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  328.95,  230.19,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  559.14,   62.39,   26.25,    0.00,    0.00,    0.00,    0.00,  520.36,  289.69,    0.00,    0.00,  520.61,  289.07,   59.14,   23.75,    0.00,    0.00,    0.00,    0.00,  517.28,  287.23,    0.00,    0.00,  515.94,  286.13,  121.53,   50.00, 2074.19, 1152.13,    1.00,    0.99,    0.00,    0.00,  171.54,    450.48,    280.19,   2074.19,   1152.13,   2524.68,   1432.32,   3956.99
2024-09-29,00:37:32.350,  568.71,  308.21,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  529.33,  306.25,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,, 1098.04,  614.46,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00, 1712.50,   97.97,   48.71,    0.00,    0.00,    0.00,    0.00,  575.96,  296.39,    0.00,    0.00,  577.30,  296.66,   92.60,   45.38,    0.00,    0.00,    0.00,    0.00,  576.59,  296.94,    0.00,    0.00,  576.31,  297.26,  190.57,   94.09, 2306.17, 1187.25,    1.00,    1.00,    0.00,    0.00,  284.66,   1288.61,    708.55,   2306.17,   1187.25,   3594.78,   1895.80,   5490.58
2024-09-29,00:37:33.367,   66.40,   32.18,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   60.41,   27.71,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  126.82,   59.89,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  186.71,   60.36,   23.34,    0.00,    0.00,    0.00,    0.00,  553.22,  297.19,    0.00,    0.00,  554.81,  297.12,   57.37,   20.84,    0.00,    0.00,    0.00,    0.00,  554.61,  297.10,    0.00,    0.00,  554.57,  296.66,  117.72,   44.18, 2217.21, 1188.08,    1.00,    1.00,    0.00,    0.00,  161.90,    244.54,    104.07,   2217.21,   1188.08,   2461.75,   1292.14,   3753.90
2024-09-29,00:37:34.395,   79.90,   41.07,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   72.74,   36.40,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  152.64,   77.47,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  230.11,   65.30,   25.25,    0.00,    0.00,    0.00,    0.00,  562.03,  282.35,    0.00,    0.00,  562.02,  282.24,   61.72,   22.45,    0.00,    0.00,    0.00,    0.00,  560.22,  282.34,    0.00,    0.00,  565.02,  285.56,  127.02,   47.70, 2249.29, 1132.48,    1.00,    1.00,    0.00,    0.00,  174.72,    279.66,    125.17,   2249.29,   1132.48,   2528.96,   1257.65,   3786.60
2024-09-29,00:37:35.372,   76.36,   40.22,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   73.06,   38.74,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  149.42,   78.96,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  228.38,   52.22,   22.88,    0.00,    0.00,    0.00,    0.00,  537.51,  293.01,    0.00,    0.00,  537.86,  292.70,   46.86,   17.72,    0.00,    0.00,    0.00,    0.00,  535.50,  292.03,    0.00,    0.00,  528.38,  287.66,   99.08,   40.59, 2139.26, 1165.40,    1.00,    0.99,    0.00,    0.00,  139.67,    248.50,    119.55,   2139.26,   1165.40,   2387.76,   1284.95,   3672.71
2024-09-29,00:37:36.383,   73.49,   38.98,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   65.50,   31.45,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  138.99,   70.43,    0.00,    0.00,    1.02,    1.00,    0.00,    0.00,  209.42,   62.22,   26.23,    0.00,    0.00,    0.00,    0.00,  549.45,  298.12,    0.00,    0.00,  549.87,  298.03,   59.83,   24.30,    0.00,    0.00,    0.00,    0.00,  547.81,  297.63,    0.00,    0.00,  546.57,  296.97,  122.05,   50.53, 2193.71, 1190.76,    1.01,    1.00,    0.00,    0.00,  172.58,    261.04,    120.96,   2193.71,   1190.76,   2454.75,   1311.72,   3766.47
2024-09-29,00:37:37.351,   79.44,   42.78,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   72.95,   38.41,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  152.39,   81.19,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  233.58,   67.83,   31.32,    0.00,    0.00,    0.00,    0.00,  528.28,  288.66,    0.00,    0.00,  528.14,  287.92,   64.24,   29.09,    0.00,    0.00,    0.00,    0.00,  525.91,  286.86,    0.00,    0.00,  525.18,  286.27,  132.07,   60.41, 2107.52, 1149.71,    0.99,    0.99,    0.00,    0.00,  192.47,    284.46,    141.59,   2107.52,   1149.71,   2391.98,   1291.31,   3683.29
2024-09-29,00:37:38.351,   68.85,   33.63,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   62.67,   29.11,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  131.53,   62.74,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  194.27,   54.08,   21.77,    0.00,    0.00,    0.00,    0.00,  543.20,  296.96,    0.00,    0.00,  543.66,  296.65,   51.32,   19.38,    0.00,    0.00,    0.00,    0.00,  541.85,  296.09,    0.00,    0.00,  540.82,  295.84,  105.41,   41.15, 2169.53, 1185.54,    1.00,    0.99,    0.00,    0.00,  146.56,    236.93,    103.89,   2169.53,   1185.54,   2406.47,   1289.43,   3695.90
2024-09-29,00:37:39.372,   64.09,   29.28,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   60.98,   27.90,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  125.07,   57.17,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  182.24,   53.39,   24.03,    0.00,    0.00,    0.00,    0.00,  560.46,  295.10,    0.00,    0.00,  561.77,  294.86,   51.22,   22.24,    0.00,    0.00,    0.00,    0.00,  562.53,  295.02,    0.00,    0.00,  562.90,  294.90,  104.61,   46.27, 2247.67, 1179.88,    1.00,    1.00,    0.00,    0.00,  150.88,    229.68,    103.44,   2247.67,   1179.88,   2477.35,   1283.32,   3760.67
2024-09-29,00:37:40.368,   72.54,   38.55,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   66.25,   34.41,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  138.79,   72.96,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  211.75,   58.73,   25.37,    0.00,    0.00,    0.00,    0.00,  547.21,  291.22,    0.00,    0.00,  547.29,  290.70,   55.94,   23.33,    0.00,    0.00,    0.00,    0.00,  543.87,  289.52,    0.00,    0.00,  541.53,  288.81,  114.67,   48.70, 2179.91, 1160.25,    1.00,    0.99,    0.00,    0.00,  163.37,    253.46,    121.66,   2179.91,   1160.25,   2433.37,   1281.91,   3715.28
2024-09-29,00:37:41.359,   66.70,   33.98,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   60.73,   29.92,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  127.44,   63.91,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  191.34,   81.61,   39.10,    0.00,    0.00,    0.00,    0.00,  560.57,  283.86,    0.00,    0.00,  561.14,  283.61,   73.83,   32.49,    0.00,    0.00,    0.00,    0.00,  558.59,  283.15,    0.00,    0.00,  557.05,  282.49,  155.44,   71.59, 2237.36, 1133.11,    1.00,    0.99,    0.00,    0.00,  227.03,    282.88,    135.50,   2237.36,   1133.11,   2520.23,   1268.60,   3788.84
2024-09-29,00:37:42.410,   68.39,   37.03,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   64.10,   35.20,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  132.49,   72.23,    0.00,    0.00,    1.01,    1.00,    0.00,    0.00,  204.72,   85.45,   45.65,    0.00,    0.00,    0.00,    0.00,  552.27,  294.57,    0.00,    0.00,  553.70,  294.70,   81.84,   42.69,    0.00,    0.00,    0.00,    0.00,  554.26,  295.85,    0.00,    0.00,  554.08,  295.59,  167.29,   88.34, 2214.31, 1180.72,    1.00,    1.00,    0.00,    0.00,  255.64,    299.78,    160.57,   2214.31,   1180.72,   2514.10,   1341.29,   3855.38
2024-09-29,00:37:43.372,   71.63,   37.41,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   67.94,   35.67,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  139.58,   73.09,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  212.66,   54.54,   23.75,    0.00,    0.00,    0.00,    0.00,  537.24,  291.80,    0.00,    0.00,  537.09,  290.90,   52.01,   21.64,    0.00,    0.00,    0.00,    0.00,  533.61,  289.29,    0.00,    0.00,  531.79,  288.51,  106.55,   45.38, 2139.73, 1160.50,    1.00,    0.99,    0.00,    0.00,  151.93,    246.12,    118.47,   2139.73,   1160.50,   2385.85,   1278.97,   3664.83
2024-09-29,00:37:44.377,   79.42,   40.35,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   75.89,   38.55,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  155.31,   78.90,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  234.21,   69.20,   31.42,    0.00,    0.00,    0.00,    0.00,  530.84,  292.91,    0.00,    0.00,  531.25,  292.59,   65.71,   28.83,    0.00,    0.00,    0.00,    0.00,  530.03,  292.47,    0.00,    0.00,  529.29,  291.89,  134.91,   60.25, 2121.41, 1169.87,    1.00,    1.00,    0.00,    0.00,  195.16,    290.22,    139.15,   2121.42,   1169.87,   2411.63,   1309.02,   3720.65
2024-09-29,00:37:45.378,   68.48,   34.40,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   65.44,   32.71,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  133.91,   67.11,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  201.02,   65.85,   35.68,    0.00,    0.00,    0.00,    0.00,  561.15,  300.41,    0.00,    0.00,  561.55,  300.40,   62.37,   33.42,    0.00,    0.00,    0.00,    0.00,  560.32,  300.22,    0.00,    0.00,  559.52,  300.09,  128.22,   69.11, 2242.56, 1201.12,    1.00,    1.00,    0.00,    0.00,  197.33,    262.14,    136.21,   2242.56,   1201.12,   2504.69,   1337.33,   3842.02
2024-09-29,00:37:46.371,   60.32,   30.78,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   56.97,   29.11,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  117.29,   59.89,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  177.18,   70.14,   35.84,    0.00,    0.00,    0.00,    0.00,  531.76,  287.69,    0.00,    0.00,  532.15,  286.98,   66.36,   32.98,    0.00,    0.00,    0.00,    0.00,  530.22,  286.46,    0.00,    0.00,  529.32,  285.84,  136.51,   68.82, 2123.46, 1146.97,    0.99,    0.99,    0.00,    0.00,  205.33,    253.80,    128.71,   2123.46,   1146.97,   2377.26,   1275.68,   3652.94
2024-09-29,00:37:47.382,   66.87,   28.94,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   63.91,   27.51,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  130.78,   56.45,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  187.23,   63.95,   31.97,    0.00,    0.00,    0.00,    0.00,  579.34,  298.21,    0.00,    0.00,  580.60,  297.57,   60.02,   29.28,    0.00,    0.00,    0.00,    0.00,  579.27,  297.52,    0.00,    0.00,  578.64,  297.00,  123.97,   61.25, 2317.84, 1190.30,    1.00,    1.00,    0.00,    0.00,  185.22,    254.75,    117.70,   2317.85,   1190.30,   2572.60,   1308.00,   3880.60
2024-09-29,00:37:48.374,   59.11,   29.16,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   51.17,   22.53,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  110.29,   51.69,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  161.98,   54.43,   24.77,    0.00,    0.00,    0.00,    0.00,  557.54,  286.60,    0.00,    0.00,  557.92,  286.43,   51.81,   22.95,    0.00,    0.00,    0.00,    0.00,  555.56,  286.00,    0.00,    0.00,  554.28,  285.40,  106.24,   47.72, 2225.30, 1144.42,    1.00,    0.99,    0.00,    0.00,  153.96,    216.53,     99.41,   2225.30,   1144.42,   2441.83,   1243.83,   3685.66
2024-09-29,00:37:49.417,   69.32,   32.06,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   63.13,   27.20,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  132.45,   59.26,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  191.71,   56.12,   22.03,    0.00,    0.00,    0.00,    0.00,  566.32,  297.99,    0.00,    0.00,  567.82,  298.08,   53.81,   19.94,    0.00,    0.00,    0.00,    0.00,  567.69,  298.75,    0.00,    0.00,  566.95,  298.72,  109.94,   41.98, 2268.77, 1193.54,    1.00,    1.00,    0.00,    0.00,  151.91,    242.39,    101.24,   2268.77,   1193.54,   2511.16,   1294.78,   3805.94
2024-09-29,00:37:50.439,   81.83,   43.30,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   75.09,   39.06,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  156.91,   82.36,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  239.28,   74.38,   39.97,    0.00,    0.00,    0.00,    0.00,  548.05,  295.40,    0.00,    0.00,  549.03,  295.10,   70.01,   36.70,    0.00,    0.00,    0.00,    0.00,  548.34,  295.23,    0.00,    0.00,  547.58,  294.93,  144.39,   76.67, 2193.00, 1180.67,    1.00,    1.00,    0.00,    0.00,  221.06,    301.30,    159.03,   2193.01,   1180.67,   2494.31,   1339.70,   3834.01
2024-09-29,00:37:51.384,   64.99,   31.44,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   61.93,   30.01,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  126.92,   61.45,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  188.37,   82.80,   35.69,    0.00,    0.00,    0.00,    0.00,  530.96,  290.37,    0.00,    0.00,  530.15,  289.26,   78.40,   31.57,    0.00,    0.00,    0.00,    0.00,  526.57,  287.83,    0.00,    0.00,  524.87,  286.72,  161.20,   67.26, 2112.54, 1154.18,    1.00,    0.99,    0.00,    0.00,  228.46,    288.12,    128.71,   2112.54,   1154.18,   2400.66,   1282.89,   3683.55
2024-09-29,00:37:52.393,   59.55,   31.04,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   57.22,   29.92,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  116.77,   60.96,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  177.73,   70.38,   32.47,    0.00,    0.00,    0.00,    0.00,  544.16,  297.33,    0.00,    0.00,  545.17,  297.07,   66.68,   29.86,    0.00,    0.00,    0.00,    0.00,  543.12,  296.69,    0.00,    0.00,  542.21,  296.15,  137.06,   62.33, 2174.65, 1187.24,    1.00,    1.00,    0.00,    0.00,  199.39,    253.82,    123.30,   2174.66,   1187.24,   2428.48,   1310.54,   3739.02
2024-09-29,00:37:53.385,   58.29,   26.23,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   53.42,   22.63,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  111.71,   48.86,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  160.57,   55.61,   24.78,    0.00,    0.00,    0.00,    0.00,  531.75,  291.92,    0.00,    0.00,  532.22,  291.32,   53.31,   23.13,    0.00,    0.00,    0.00,    0.00,  530.83,  291.23,    0.00,    0.00,  529.72,  290.12,  108.92,   47.92, 2124.52, 1164.59,    1.00,    0.99,    0.00,    0.00,  156.84,    220.63,     96.78,   2124.52,   1164.59,   2345.16,   1261.37,   3606.53
2024-09-29,00:37:54.404,   59.03,   26.01,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   56.29,   24.83,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  115.32,   50.84,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  166.17,   55.55,   26.47,    0.00,    0.00,    0.00,    0.00,  573.03,  297.39,    0.00,    0.00,  574.72,  297.55,   49.81,   20.92,    0.00,    0.00,    0.00,    0.00,  574.32,  297.85,    0.00,    0.00,  573.77,  297.62,  105.36,   47.39, 2295.84, 1190.42,    1.00,    0.99,    0.00,    0.00,  152.74,    220.68,     98.23,   2295.84,   1190.42,   2516.52,   1288.64,   3805.16
2024-09-29,00:37:55.425,   74.68,   40.24,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,   64.80,   32.51,    0.00,    0.00,    0.00,    0.00,    0.00,    0.00,,,,,  139.47,   72.76,    0.00,    0.00,    1.00,    1.00,    0.00,    0.00,  212.23,   62.57,   29.66,    0.00,    0.00,    0.00,    0.00,  596.28,  285.84,    0.00,    0.00,  597.21,  285.92,   58.80,   27.01,    0.00,    0.00,    0.00,    0.00,  595.81,  286.10,    0.00,    0.00,  595.84,  286.42,  121.37,   56.67, 2385.15, 1144.27,    1.00,    0.99,    0.00,    0.00,  178.04,    260.84,    129.43,   2385.15,   1144.27,   2645.99,   1273.70,   3919.69
